 0.3260000E+03  0.2375014E-16  0.3541128E-16  0.9290623E-16
 0.3270000E+03  0.2348848E-16  0.3500437E-16  0.9189087E-16
 0.3280000E+03  0.2323004E-16  0.3460311E-16  0.9089023E-16
 0.3290000E+03  0.2297479E-16  0.3420743E-16  0.8990405E-16
 0.3300000E+03  0.2272269E-16  0.3381723E-16  0.8893205E-16
 0.3310000E+03  0.2247369E-16  0.3343242E-16  0.8797398E-16
 0.3320000E+03  0.2222776E-16  0.3305290E-16  0.8702958E-16
 0.3330000E+03  0.2198486E-16  0.3267861E-16  0.8609859E-16
 0.3340000E+03  0.2174496E-16  0.3230943E-16  0.8518078E-16
 0.3350000E+03  0.2150800E-16  0.3194531E-16  0.8427590E-16
 0.3360000E+03  0.2127396E-16  0.3158615E-16  0.8338373E-16
 0.3370000E+03  0.2104280E-16  0.3123187E-16  0.8250402E-16
 0.3380000E+03  0.2081449E-16  0.3088239E-16  0.8163656E-16
 0.3390000E+03  0.2058898E-16  0.3053765E-16  0.8078113E-16
 0.3400000E+03  0.2036624E-16  0.3019755E-16  0.7993751E-16
 0.3410000E+03  0.2014624E-16  0.2986203E-16  0.7910549E-16
 0.3420000E+03  0.1992894E-16  0.2953102E-16  0.7828487E-16
 0.3430000E+03  0.1971431E-16  0.2920445E-16  0.7747544E-16
 0.3440000E+03  0.1950231E-16  0.2888223E-16  0.7667701E-16
 0.3450000E+03  0.1929291E-16  0.2856432E-16  0.7588939E-16
 0.3460000E+03  0.1908608E-16  0.2825063E-16  0.7511238E-16
 0.3470000E+03  0.1888177E-16  0.2794110E-16  0.7434581E-16
 0.3480000E+03  0.1867997E-16  0.2763568E-16  0.7358948E-16
 0.3490000E+03  0.1848063E-16  0.2733428E-16  0.7284323E-16
 0.3500000E+03  0.1828373E-16  0.2703686E-16  0.7210687E-16
 0.3510000E+03  0.1808924E-16  0.2674335E-16  0.7138025E-16
 0.3520000E+03  0.1789711E-16  0.2645369E-16  0.7066319E-16
 0.3530000E+03  0.1770733E-16  0.2616782E-16  0.6995553E-16
 0.3540000E+03  0.1751985E-16  0.2588568E-16  0.6925711E-16
 0.3550000E+03  0.1733466E-16  0.2560722E-16  0.6856778E-16
 0.3560000E+03  0.1715172E-16  0.2533238E-16  0.6788738E-16
 0.3570000E+03  0.1697100E-16  0.2506111E-16  0.6721577E-16
 0.3580000E+03  0.1679247E-16  0.2479335E-16  0.6655278E-16
 0.3590000E+03  0.1661611E-16  0.2452905E-16  0.6589830E-16
 0.3600000E+03  0.1644188E-16  0.2426816E-16  0.6525216E-16
 0.3610000E+03  0.1626977E-16  0.2401062E-16  0.6461424E-16
 0.3620000E+03  0.1609973E-16  0.2375639E-16  0.6398440E-16
 0.3630000E+03  0.1593174E-16  0.2350542E-16  0.6336250E-16
 0.3640000E+03  0.1576579E-16  0.2325765E-16  0.6274843E-16
 0.3650000E+03  0.1560183E-16  0.2301305E-16  0.6214204E-16
 0.3660000E+03  0.1543985E-16  0.2277156E-16  0.6154322E-16
 0.3670000E+03  0.1527981E-16  0.2253315E-16  0.6095184E-16
 0.3680000E+03  0.1512170E-16  0.2229775E-16  0.6036780E-16
 0.3690000E+03  0.1496549E-16  0.2206534E-16  0.5979095E-16
 0.3700000E+03  0.1481116E-16  0.2183586E-16  0.5922121E-16
 0.3710000E+03  0.1465867E-16  0.2160928E-16  0.5865844E-16
 0.3720000E+03  0.1450802E-16  0.2138555E-16  0.5810255E-16
 0.3730000E+03  0.1435916E-16  0.2116463E-16  0.5755342E-16
 0.3740000E+03  0.1421209E-16  0.2094648E-16  0.5701095E-16
 0.3750000E+03  0.1406677E-16  0.2073105E-16  0.5647503E-16
 0.3760000E+03  0.1392319E-16  0.2051832E-16  0.5594557E-16
 0.3770000E+03  0.1378132E-16  0.2030825E-16  0.5542246E-16
 0.3780000E+03  0.1364114E-16  0.2010078E-16  0.5490561E-16
 0.3790000E+03  0.1350263E-16  0.1989590E-16  0.5439492E-16
